complex_id,protein,ligand,ca_cluster,ligand_pose_cluster,cif_path
NPF5.6_P0CI03__holo_openfold3_openfold_NPF5.6_P0CI03__holo_openfold_results_seed-172075085_NPF5.6_P0CI03__holo_seed_172075085_NPF5.6_P0CI03__holo_seed_172075085_sample_5_model_fixed,NPF5.6_P0CI03,GA1,1,2,results/abcfold/NPF5.6_P0CI03__holo/openfold_NPF5.6_P0CI03__holo/openfold_results_seed-172075085/NPF5.6_P0CI03__holo/seed_172075085/NPF5.6_P0CI03__holo_seed_172075085_sample_5_model_fixed.cif
NPF5.6_P0CI03__holo_openfold3_openfold_NPF5.6_P0CI03__holo_openfold_results_seed-19107001_NPF5.6_P0CI03__holo_seed_19107001_NPF5.6_P0CI03__holo_seed_19107001_sample_1_model_fixed,NPF5.6_P0CI03,GA1,1,2,results/abcfold/NPF5.6_P0CI03__holo/openfold_NPF5.6_P0CI03__holo/openfold_results_seed-19107001/NPF5.6_P0CI03__holo/seed_19107001/NPF5.6_P0CI03__holo_seed_19107001_sample_1_model_fixed.cif
NPF5.6_P0CI03__holo_openfold3_openfold_NPF5.6_P0CI03__holo_openfold_results_seed-19107001_NPF5.6_P0CI03__holo_seed_19107001_NPF5.6_P0CI03__holo_seed_19107001_sample_2_model_fixed,NPF5.6_P0CI03,GA1,1,2,results/abcfold/NPF5.6_P0CI03__holo/openfold_NPF5.6_P0CI03__holo/openfold_results_seed-19107001/NPF5.6_P0CI03__holo/seed_19107001/NPF5.6_P0CI03__holo_seed_19107001_sample_2_model_fixed.cif
NPF5.6_P0CI03__holo_openfold3_openfold_NPF5.6_P0CI03__holo_openfold_results_seed-232420826_NPF5.6_P0CI03__holo_seed_232420826_NPF5.6_P0CI03__holo_seed_232420826_sample_3_model_fixed,NPF5.6_P0CI03,GA1,1,2,results/abcfold/NPF5.6_P0CI03__holo/openfold_NPF5.6_P0CI03__holo/openfold_results_seed-232420826/NPF5.6_P0CI03__holo/seed_232420826/NPF5.6_P0CI03__holo_seed_232420826_sample_3_model_fixed.cif
NPF5.6_P0CI03__holo_openfold3_openfold_NPF5.6_P0CI03__holo_openfold_results_seed-232420826_NPF5.6_P0CI03__holo_seed_232420826_NPF5.6_P0CI03__holo_seed_232420826_sample_4_model_fixed,NPF5.6_P0CI03,GA1,1,2,results/abcfold/NPF5.6_P0CI03__holo/openfold_NPF5.6_P0CI03__holo/openfold_results_seed-232420826/NPF5.6_P0CI03__holo/seed_232420826/NPF5.6_P0CI03__holo_seed_232420826_sample_4_model_fixed.cif
NPF5.6_P0CI03__holo_openfold3_openfold_NPF5.6_P0CI03__holo_openfold_results_seed-232420826_NPF5.6_P0CI03__holo_seed_232420826_NPF5.6_P0CI03__holo_seed_232420826_sample_5_model_fixed,NPF5.6_P0CI03,GA1,1,2,results/abcfold/NPF5.6_P0CI03__holo/openfold_NPF5.6_P0CI03__holo/openfold_results_seed-232420826/NPF5.6_P0CI03__holo/seed_232420826/NPF5.6_P0CI03__holo_seed_232420826_sample_5_model_fixed.cif
NPF5.6_P0CI03__holo_openfold3_openfold_NPF5.6_P0CI03__holo_openfold_results_seed-382914813_NPF5.6_P0CI03__holo_seed_382914813_NPF5.6_P0CI03__holo_seed_382914813_sample_3_model_fixed,NPF5.6_P0CI03,GA1,1,2,results/abcfold/NPF5.6_P0CI03__holo/openfold_NPF5.6_P0CI03__holo/openfold_results_seed-382914813/NPF5.6_P0CI03__holo/seed_382914813/NPF5.6_P0CI03__holo_seed_382914813_sample_3_model_fixed.cif
NPF5.6_P0CI03__holo_openfold3_openfold_NPF5.6_P0CI03__holo_openfold_results_seed-392502037_NPF5.6_P0CI03__holo_seed_392502037_NPF5.6_P0CI03__holo_seed_392502037_sample_1_model_fixed,NPF5.6_P0CI03,GA1,1,2,results/abcfold/NPF5.6_P0CI03__holo/openfold_NPF5.6_P0CI03__holo/openfold_results_seed-392502037/NPF5.6_P0CI03__holo/seed_392502037/NPF5.6_P0CI03__holo_seed_392502037_sample_1_model_fixed.cif
NPF5.6_P0CI03__holo_openfold3_openfold_NPF5.6_P0CI03__holo_openfold_results_seed-392502037_NPF5.6_P0CI03__holo_seed_392502037_NPF5.6_P0CI03__holo_seed_392502037_sample_3_model_fixed,NPF5.6_P0CI03,GA1,1,2,results/abcfold/NPF5.6_P0CI03__holo/openfold_NPF5.6_P0CI03__holo/openfold_results_seed-392502037/NPF5.6_P0CI03__holo/seed_392502037/NPF5.6_P0CI03__holo_seed_392502037_sample_3_model_fixed.cif
NPF5.6_P0CI03__holo_openfold3_openfold_NPF5.6_P0CI03__holo_openfold_results_seed-46108127_NPF5.6_P0CI03__holo_seed_46108127_NPF5.6_P0CI03__holo_seed_46108127_sample_2_model_fixed,NPF5.6_P0CI03,GA1,1,2,results/abcfold/NPF5.6_P0CI03__holo/openfold_NPF5.6_P0CI03__holo/openfold_results_seed-46108127/NPF5.6_P0CI03__holo/seed_46108127/NPF5.6_P0CI03__holo_seed_46108127_sample_2_model_fixed.cif
NPF5.6_P0CI03__holo_openfold3_openfold_NPF5.6_P0CI03__holo_openfold_results_seed-46108127_NPF5.6_P0CI03__holo_seed_46108127_NPF5.6_P0CI03__holo_seed_46108127_sample_3_model_fixed,NPF5.6_P0CI03,GA1,1,2,results/abcfold/NPF5.6_P0CI03__holo/openfold_NPF5.6_P0CI03__holo/openfold_results_seed-46108127/NPF5.6_P0CI03__holo/seed_46108127/NPF5.6_P0CI03__holo_seed_46108127_sample_3_model_fixed.cif
NPF5.6_P0CI03__holo_openfold3_openfold_NPF5.6_P0CI03__holo_openfold_results_seed-545974451_NPF5.6_P0CI03__holo_seed_545974451_NPF5.6_P0CI03__holo_seed_545974451_sample_5_model_fixed,NPF5.6_P0CI03,GA1,1,2,results/abcfold/NPF5.6_P0CI03__holo/openfold_NPF5.6_P0CI03__holo/openfold_results_seed-545974451/NPF5.6_P0CI03__holo/seed_545974451/NPF5.6_P0CI03__holo_seed_545974451_sample_5_model_fixed.cif
NPF5.6_P0CI03__holo_openfold3_openfold_NPF5.6_P0CI03__holo_openfold_results_seed-575938844_NPF5.6_P0CI03__holo_seed_575938844_NPF5.6_P0CI03__holo_seed_575938844_sample_4_model_fixed,NPF5.6_P0CI03,GA1,1,2,results/abcfold/NPF5.6_P0CI03__holo/openfold_NPF5.6_P0CI03__holo/openfold_results_seed-575938844/NPF5.6_P0CI03__holo/seed_575938844/NPF5.6_P0CI03__holo_seed_575938844_sample_4_model_fixed.cif
NPF5.6_P0CI03__holo_openfold3_openfold_NPF5.6_P0CI03__holo_openfold_results_seed-575938844_NPF5.6_P0CI03__holo_seed_575938844_NPF5.6_P0CI03__holo_seed_575938844_sample_5_model_fixed,NPF5.6_P0CI03,GA1,1,2,results/abcfold/NPF5.6_P0CI03__holo/openfold_NPF5.6_P0CI03__holo/openfold_results_seed-575938844/NPF5.6_P0CI03__holo/seed_575938844/NPF5.6_P0CI03__holo_seed_575938844_sample_5_model_fixed.cif
NPF5.6_P0CI03__holo_openfold3_openfold_NPF5.6_P0CI03__holo_openfold_results_seed-644145084_NPF5.6_P0CI03__holo_seed_644145084_NPF5.6_P0CI03__holo_seed_644145084_sample_5_model_fixed,NPF5.6_P0CI03,GA1,1,2,results/abcfold/NPF5.6_P0CI03__holo/openfold_NPF5.6_P0CI03__holo/openfold_results_seed-644145084/NPF5.6_P0CI03__holo/seed_644145084/NPF5.6_P0CI03__holo_seed_644145084_sample_5_model_fixed.cif
NPF5.6_P0CI03__holo_openfold3_openfold_NPF5.6_P0CI03__holo_openfold_results_seed-673565249_NPF5.6_P0CI03__holo_seed_673565249_NPF5.6_P0CI03__holo_seed_673565249_sample_1_model_fixed,NPF5.6_P0CI03,GA1,1,2,results/abcfold/NPF5.6_P0CI03__holo/openfold_NPF5.6_P0CI03__holo/openfold_results_seed-673565249/NPF5.6_P0CI03__holo/seed_673565249/NPF5.6_P0CI03__holo_seed_673565249_sample_1_model_fixed.cif
NPF5.6_P0CI03__holo_openfold3_openfold_NPF5.6_P0CI03__holo_openfold_results_seed-673565249_NPF5.6_P0CI03__holo_seed_673565249_NPF5.6_P0CI03__holo_seed_673565249_sample_3_model_fixed,NPF5.6_P0CI03,GA1,1,2,results/abcfold/NPF5.6_P0CI03__holo/openfold_NPF5.6_P0CI03__holo/openfold_results_seed-673565249/NPF5.6_P0CI03__holo/seed_673565249/NPF5.6_P0CI03__holo_seed_673565249_sample_3_model_fixed.cif
NPF5.6_P0CI03__holo_openfold3_openfold_NPF5.6_P0CI03__holo_openfold_results_seed-759201749_NPF5.6_P0CI03__holo_seed_759201749_NPF5.6_P0CI03__holo_seed_759201749_sample_2_model_fixed,NPF5.6_P0CI03,GA1,1,2,results/abcfold/NPF5.6_P0CI03__holo/openfold_NPF5.6_P0CI03__holo/openfold_results_seed-759201749/NPF5.6_P0CI03__holo/seed_759201749/NPF5.6_P0CI03__holo_seed_759201749_sample_2_model_fixed.cif
NPF5.6_P0CI03__holo_protenix_protenix_NPF5.6_P0CI03__holo_protenix_results_seed-1662726809_NPF5.6_P0CI03__holo_seed_1662726809_predictions_NPF5.6_P0CI03__holo_sample_0,NPF5.6_P0CI03,GA1,1,2,results/abcfold/NPF5.6_P0CI03__holo/protenix_NPF5.6_P0CI03__holo/protenix_results_seed-1662726809/NPF5.6_P0CI03__holo/seed_1662726809/predictions/NPF5.6_P0CI03__holo_sample_0.cif
NPF5.6_P0CI03__holo_protenix_protenix_NPF5.6_P0CI03__holo_protenix_results_seed-1662726809_NPF5.6_P0CI03__holo_seed_1662726809_predictions_NPF5.6_P0CI03__holo_sample_3,NPF5.6_P0CI03,GA1,1,2,results/abcfold/NPF5.6_P0CI03__holo/protenix_NPF5.6_P0CI03__holo/protenix_results_seed-1662726809/NPF5.6_P0CI03__holo/seed_1662726809/predictions/NPF5.6_P0CI03__holo_sample_3.cif
NPF5.6_P0CI03__holo_protenix_protenix_NPF5.6_P0CI03__holo_protenix_results_seed-232420826_NPF5.6_P0CI03__holo_seed_232420826_predictions_NPF5.6_P0CI03__holo_sample_0,NPF5.6_P0CI03,GA1,1,2,results/abcfold/NPF5.6_P0CI03__holo/protenix_NPF5.6_P0CI03__holo/protenix_results_seed-232420826/NPF5.6_P0CI03__holo/seed_232420826/predictions/NPF5.6_P0CI03__holo_sample_0.cif
NPF5.6_P0CI03__holo_protenix_protenix_NPF5.6_P0CI03__holo_protenix_results_seed-392502037_NPF5.6_P0CI03__holo_seed_392502037_predictions_NPF5.6_P0CI03__holo_sample_3,NPF5.6_P0CI03,GA1,1,2,results/abcfold/NPF5.6_P0CI03__holo/protenix_NPF5.6_P0CI03__holo/protenix_results_seed-392502037/NPF5.6_P0CI03__holo/seed_392502037/predictions/NPF5.6_P0CI03__holo_sample_3.cif
NPF5.6_P0CI03__holo_protenix_protenix_NPF5.6_P0CI03__holo_protenix_results_seed-39484804_NPF5.6_P0CI03__holo_seed_39484804_predictions_NPF5.6_P0CI03__holo_sample_3,NPF5.6_P0CI03,GA1,1,2,results/abcfold/NPF5.6_P0CI03__holo/protenix_NPF5.6_P0CI03__holo/protenix_results_seed-39484804/NPF5.6_P0CI03__holo/seed_39484804/predictions/NPF5.6_P0CI03__holo_sample_3.cif
NPF5.6_P0CI03__holo_protenix_protenix_NPF5.6_P0CI03__holo_protenix_results_seed-39484804_NPF5.6_P0CI03__holo_seed_39484804_predictions_NPF5.6_P0CI03__holo_sample_4,NPF5.6_P0CI03,GA1,1,2,results/abcfold/NPF5.6_P0CI03__holo/protenix_NPF5.6_P0CI03__holo/protenix_results_seed-39484804/NPF5.6_P0CI03__holo/seed_39484804/predictions/NPF5.6_P0CI03__holo_sample_4.cif
NPF5.6_P0CI03__holo_protenix_protenix_NPF5.6_P0CI03__holo_protenix_results_seed-644145084_NPF5.6_P0CI03__holo_seed_644145084_predictions_NPF5.6_P0CI03__holo_sample_4,NPF5.6_P0CI03,GA1,1,2,results/abcfold/NPF5.6_P0CI03__holo/protenix_NPF5.6_P0CI03__holo/protenix_results_seed-644145084/NPF5.6_P0CI03__holo/seed_644145084/predictions/NPF5.6_P0CI03__holo_sample_4.cif
NPF5.6_P0CI03__holo_protenix_protenix_NPF5.6_P0CI03__holo_protenix_results_seed-673565249_NPF5.6_P0CI03__holo_seed_673565249_predictions_NPF5.6_P0CI03__holo_sample_3,NPF5.6_P0CI03,GA1,1,2,results/abcfold/NPF5.6_P0CI03__holo/protenix_NPF5.6_P0CI03__holo/protenix_results_seed-673565249/NPF5.6_P0CI03__holo/seed_673565249/predictions/NPF5.6_P0CI03__holo_sample_3.cif
NPF5.6_P0CI03__holo_protenix_protenix_NPF5.6_P0CI03__holo_protenix_results_seed-673565249_NPF5.6_P0CI03__holo_seed_673565249_predictions_NPF5.6_P0CI03__holo_sample_4,NPF5.6_P0CI03,GA1,1,2,results/abcfold/NPF5.6_P0CI03__holo/protenix_NPF5.6_P0CI03__holo/protenix_results_seed-673565249/NPF5.6_P0CI03__holo/seed_673565249/predictions/NPF5.6_P0CI03__holo_sample_4.cif
NPF5.6_P0CI03__holo_protenix_protenix_NPF5.6_P0CI03__holo_protenix_results_seed-953997818_NPF5.6_P0CI03__holo_seed_953997818_predictions_NPF5.6_P0CI03__holo_sample_4,NPF5.6_P0CI03,GA1,1,2,results/abcfold/NPF5.6_P0CI03__holo/protenix_NPF5.6_P0CI03__holo/protenix_results_seed-953997818/NPF5.6_P0CI03__holo/seed_953997818/predictions/NPF5.6_P0CI03__holo_sample_4.cif
NPF5.6_P0CI03__holo_rosettafold3_seed1124326018_sample1,NPF5.6_P0CI03,GA1,1,2,results/abcfold/NPF5.6_P0CI03__holo/rosettafold_NPF5.6_P0CI03__holo/rosettafold_results_seed-1124326018/NPF5.6_P0CI03__holo/seed-1124326018_sample-1/NPF5.6_P0CI03__holo_seed-1124326018_sample-1_model_fixed.cif
NPF5.6_P0CI03__holo_rosettafold3_seed1159153443_sample0,NPF5.6_P0CI03,GA1,1,2,results/abcfold/NPF5.6_P0CI03__holo/rosettafold_NPF5.6_P0CI03__holo/rosettafold_results_seed-1159153443/NPF5.6_P0CI03__holo/seed-1159153443_sample-0/NPF5.6_P0CI03__holo_seed-1159153443_sample-0_model_fixed.cif
NPF5.6_P0CI03__holo_rosettafold3_seed1159153443_sample4,NPF5.6_P0CI03,GA1,1,2,results/abcfold/NPF5.6_P0CI03__holo/rosettafold_NPF5.6_P0CI03__holo/rosettafold_results_seed-1159153443/NPF5.6_P0CI03__holo/seed-1159153443_sample-4/NPF5.6_P0CI03__holo_seed-1159153443_sample-4_model_fixed.cif
NPF5.6_P0CI03__holo_rosettafold3_seed1372405991_sample3,NPF5.6_P0CI03,GA1,1,2,results/abcfold/NPF5.6_P0CI03__holo/rosettafold_NPF5.6_P0CI03__holo/rosettafold_results_seed-1372405991/NPF5.6_P0CI03__holo/seed-1372405991_sample-3/NPF5.6_P0CI03__holo_seed-1372405991_sample-3_model_fixed.cif
NPF5.6_P0CI03__holo_rosettafold3_seed1558627614_sample4,NPF5.6_P0CI03,GA1,1,2,results/abcfold/NPF5.6_P0CI03__holo/rosettafold_NPF5.6_P0CI03__holo/rosettafold_results_seed-1558627614/NPF5.6_P0CI03__holo/seed-1558627614_sample-4/NPF5.6_P0CI03__holo_seed-1558627614_sample-4_model_fixed.cif
NPF5.6_P0CI03__holo_rosettafold3_seed1662726809_sample0,NPF5.6_P0CI03,GA1,1,2,results/abcfold/NPF5.6_P0CI03__holo/rosettafold_NPF5.6_P0CI03__holo/rosettafold_results_seed-1662726809/NPF5.6_P0CI03__holo/seed-1662726809_sample-0/NPF5.6_P0CI03__holo_seed-1662726809_sample-0_model_fixed.cif
NPF5.6_P0CI03__holo_rosettafold3_seed382914813_sample1,NPF5.6_P0CI03,GA1,1,2,results/abcfold/NPF5.6_P0CI03__holo/rosettafold_NPF5.6_P0CI03__holo/rosettafold_results_seed-382914813/NPF5.6_P0CI03__holo/seed-382914813_sample-1/NPF5.6_P0CI03__holo_seed-382914813_sample-1_model_fixed.cif
NPF5.6_P0CI03__holo_rosettafold3_seed382914813_sample4,NPF5.6_P0CI03,GA1,1,2,results/abcfold/NPF5.6_P0CI03__holo/rosettafold_NPF5.6_P0CI03__holo/rosettafold_results_seed-382914813/NPF5.6_P0CI03__holo/seed-382914813_sample-4/NPF5.6_P0CI03__holo_seed-382914813_sample-4_model_fixed.cif
NPF5.6_P0CI03__holo_rosettafold3_seed392502037_sample0,NPF5.6_P0CI03,GA1,1,2,results/abcfold/NPF5.6_P0CI03__holo/rosettafold_NPF5.6_P0CI03__holo/rosettafold_results_seed-392502037/NPF5.6_P0CI03__holo/seed-392502037_sample-0/NPF5.6_P0CI03__holo_seed-392502037_sample-0_model_fixed.cif
NPF5.6_P0CI03__holo_rosettafold3_seed39484804_sample2,NPF5.6_P0CI03,GA1,1,2,results/abcfold/NPF5.6_P0CI03__holo/rosettafold_NPF5.6_P0CI03__holo/rosettafold_results_seed-39484804/NPF5.6_P0CI03__holo/seed-39484804_sample-2/NPF5.6_P0CI03__holo_seed-39484804_sample-2_model_fixed.cif
NPF5.6_P0CI03__holo_rosettafold3_seed46108127_sample1,NPF5.6_P0CI03,GA1,1,2,results/abcfold/NPF5.6_P0CI03__holo/rosettafold_NPF5.6_P0CI03__holo/rosettafold_results_seed-46108127/NPF5.6_P0CI03__holo/seed-46108127_sample-1/NPF5.6_P0CI03__holo_seed-46108127_sample-1_model_fixed.cif
NPF5.6_P0CI03__holo_rosettafold3_seed46108127_sample3,NPF5.6_P0CI03,GA1,1,2,results/abcfold/NPF5.6_P0CI03__holo/rosettafold_NPF5.6_P0CI03__holo/rosettafold_results_seed-46108127/NPF5.6_P0CI03__holo/seed-46108127_sample-3/NPF5.6_P0CI03__holo_seed-46108127_sample-3_model_fixed.cif
NPF5.6_P0CI03__holo_rosettafold3_seed575938844_sample0,NPF5.6_P0CI03,GA1,1,2,results/abcfold/NPF5.6_P0CI03__holo/rosettafold_NPF5.6_P0CI03__holo/rosettafold_results_seed-575938844/NPF5.6_P0CI03__holo/seed-575938844_sample-0/NPF5.6_P0CI03__holo_seed-575938844_sample-0_model_fixed.cif
NPF5.6_P0CI03__holo_rosettafold3_seed575938844_sample4,NPF5.6_P0CI03,GA1,1,2,results/abcfold/NPF5.6_P0CI03__holo/rosettafold_NPF5.6_P0CI03__holo/rosettafold_results_seed-575938844/NPF5.6_P0CI03__holo/seed-575938844_sample-4/NPF5.6_P0CI03__holo_seed-575938844_sample-4_model_fixed.cif
NPF5.6_P0CI03__holo_rosettafold3_seed673565249_sample2,NPF5.6_P0CI03,GA1,1,2,results/abcfold/NPF5.6_P0CI03__holo/rosettafold_NPF5.6_P0CI03__holo/rosettafold_results_seed-673565249/NPF5.6_P0CI03__holo/seed-673565249_sample-2/NPF5.6_P0CI03__holo_seed-673565249_sample-2_model_fixed.cif
NPF5.6_P0CI03__holo_rosettafold3_seed673565249_sample4,NPF5.6_P0CI03,GA1,1,2,results/abcfold/NPF5.6_P0CI03__holo/rosettafold_NPF5.6_P0CI03__holo/rosettafold_results_seed-673565249/NPF5.6_P0CI03__holo/seed-673565249_sample-4/NPF5.6_P0CI03__holo_seed-673565249_sample-4_model_fixed.cif
NPF5.6_P0CI03__holo_rosettafold3_seed759201749_sample0,NPF5.6_P0CI03,GA1,1,2,results/abcfold/NPF5.6_P0CI03__holo/rosettafold_NPF5.6_P0CI03__holo/rosettafold_results_seed-759201749/NPF5.6_P0CI03__holo/seed-759201749_sample-0/NPF5.6_P0CI03__holo_seed-759201749_sample-0_model_fixed.cif
NPF5.6_P0CI03__holo_rosettafold3_seed759201749_sample1,NPF5.6_P0CI03,GA1,1,2,results/abcfold/NPF5.6_P0CI03__holo/rosettafold_NPF5.6_P0CI03__holo/rosettafold_results_seed-759201749/NPF5.6_P0CI03__holo/seed-759201749_sample-1/NPF5.6_P0CI03__holo_seed-759201749_sample-1_model_fixed.cif
NPF5.6_P0CI03__holo_boltz_boltz_NPF5.6_P0CI03__holo_boltz_results_NPF5.6_P0CI03__holo_data_seed-1124326018_predictions_NPF5.6_P0CI03__holo_data_seed-1124326018_NPF5.6_P0CI03__holo_data_seed-1124326018_model_0,NPF5.6_P0CI03,GA1,2,0,results/abcfold/NPF5.6_P0CI03__holo/boltz_NPF5.6_P0CI03__holo/boltz_results_NPF5.6_P0CI03__holo_data_seed-1124326018/predictions/NPF5.6_P0CI03__holo_data_seed-1124326018/NPF5.6_P0CI03__holo_data_seed-1124326018_model_0.cif
NPF5.6_P0CI03__holo_boltz_boltz_NPF5.6_P0CI03__holo_boltz_results_NPF5.6_P0CI03__holo_data_seed-1159153443_predictions_NPF5.6_P0CI03__holo_data_seed-1159153443_NPF5.6_P0CI03__holo_data_seed-1159153443_model_0,NPF5.6_P0CI03,GA1,2,0,results/abcfold/NPF5.6_P0CI03__holo/boltz_NPF5.6_P0CI03__holo/boltz_results_NPF5.6_P0CI03__holo_data_seed-1159153443/predictions/NPF5.6_P0CI03__holo_data_seed-1159153443/NPF5.6_P0CI03__holo_data_seed-1159153443_model_0.cif
NPF5.6_P0CI03__holo_boltz_boltz_NPF5.6_P0CI03__holo_boltz_results_NPF5.6_P0CI03__holo_data_seed-1159153443_predictions_NPF5.6_P0CI03__holo_data_seed-1159153443_NPF5.6_P0CI03__holo_data_seed-1159153443_model_1,NPF5.6_P0CI03,GA1,2,0,results/abcfold/NPF5.6_P0CI03__holo/boltz_NPF5.6_P0CI03__holo/boltz_results_NPF5.6_P0CI03__holo_data_seed-1159153443/predictions/NPF5.6_P0CI03__holo_data_seed-1159153443/NPF5.6_P0CI03__holo_data_seed-1159153443_model_1.cif
NPF5.6_P0CI03__holo_boltz_boltz_NPF5.6_P0CI03__holo_boltz_results_NPF5.6_P0CI03__holo_data_seed-1211698928_predictions_NPF5.6_P0CI03__holo_data_seed-1211698928_NPF5.6_P0CI03__holo_data_seed-1211698928_model_2,NPF5.6_P0CI03,GA1,2,0,results/abcfold/NPF5.6_P0CI03__holo/boltz_NPF5.6_P0CI03__holo/boltz_results_NPF5.6_P0CI03__holo_data_seed-1211698928/predictions/NPF5.6_P0CI03__holo_data_seed-1211698928/NPF5.6_P0CI03__holo_data_seed-1211698928_model_2.cif
NPF5.6_P0CI03__holo_boltz_boltz_NPF5.6_P0CI03__holo_boltz_results_NPF5.6_P0CI03__holo_data_seed-1211698928_predictions_NPF5.6_P0CI03__holo_data_seed-1211698928_NPF5.6_P0CI03__holo_data_seed-1211698928_model_3,NPF5.6_P0CI03,GA1,2,0,results/abcfold/NPF5.6_P0CI03__holo/boltz_NPF5.6_P0CI03__holo/boltz_results_NPF5.6_P0CI03__holo_data_seed-1211698928/predictions/NPF5.6_P0CI03__holo_data_seed-1211698928/NPF5.6_P0CI03__holo_data_seed-1211698928_model_3.cif
NPF5.6_P0CI03__holo_boltz_boltz_NPF5.6_P0CI03__holo_boltz_results_NPF5.6_P0CI03__holo_data_seed-1372405991_predictions_NPF5.6_P0CI03__holo_data_seed-1372405991_NPF5.6_P0CI03__holo_data_seed-1372405991_model_2,NPF5.6_P0CI03,GA1,2,0,results/abcfold/NPF5.6_P0CI03__holo/boltz_NPF5.6_P0CI03__holo/boltz_results_NPF5.6_P0CI03__holo_data_seed-1372405991/predictions/NPF5.6_P0CI03__holo_data_seed-1372405991/NPF5.6_P0CI03__holo_data_seed-1372405991_model_2.cif
NPF5.6_P0CI03__holo_boltz_boltz_NPF5.6_P0CI03__holo_boltz_results_NPF5.6_P0CI03__holo_data_seed-1372405991_predictions_NPF5.6_P0CI03__holo_data_seed-1372405991_NPF5.6_P0CI03__holo_data_seed-1372405991_model_3,NPF5.6_P0CI03,GA1,2,0,results/abcfold/NPF5.6_P0CI03__holo/boltz_NPF5.6_P0CI03__holo/boltz_results_NPF5.6_P0CI03__holo_data_seed-1372405991/predictions/NPF5.6_P0CI03__holo_data_seed-1372405991/NPF5.6_P0CI03__holo_data_seed-1372405991_model_3.cif
NPF5.6_P0CI03__holo_boltz_boltz_NPF5.6_P0CI03__holo_boltz_results_NPF5.6_P0CI03__holo_data_seed-1558627614_predictions_NPF5.6_P0CI03__holo_data_seed-1558627614_NPF5.6_P0CI03__holo_data_seed-1558627614_model_0,NPF5.6_P0CI03,GA1,2,0,results/abcfold/NPF5.6_P0CI03__holo/boltz_NPF5.6_P0CI03__holo/boltz_results_NPF5.6_P0CI03__holo_data_seed-1558627614/predictions/NPF5.6_P0CI03__holo_data_seed-1558627614/NPF5.6_P0CI03__holo_data_seed-1558627614_model_0.cif
NPF5.6_P0CI03__holo_boltz_boltz_NPF5.6_P0CI03__holo_boltz_results_NPF5.6_P0CI03__holo_data_seed-1558627614_predictions_NPF5.6_P0CI03__holo_data_seed-1558627614_NPF5.6_P0CI03__holo_data_seed-1558627614_model_2,NPF5.6_P0CI03,GA1,2,0,results/abcfold/NPF5.6_P0CI03__holo/boltz_NPF5.6_P0CI03__holo/boltz_results_NPF5.6_P0CI03__holo_data_seed-1558627614/predictions/NPF5.6_P0CI03__holo_data_seed-1558627614/NPF5.6_P0CI03__holo_data_seed-1558627614_model_2.cif
NPF5.6_P0CI03__holo_boltz_boltz_NPF5.6_P0CI03__holo_boltz_results_NPF5.6_P0CI03__holo_data_seed-1662726809_predictions_NPF5.6_P0CI03__holo_data_seed-1662726809_NPF5.6_P0CI03__holo_data_seed-1662726809_model_2,NPF5.6_P0CI03,GA1,2,0,results/abcfold/NPF5.6_P0CI03__holo/boltz_NPF5.6_P0CI03__holo/boltz_results_NPF5.6_P0CI03__holo_data_seed-1662726809/predictions/NPF5.6_P0CI03__holo_data_seed-1662726809/NPF5.6_P0CI03__holo_data_seed-1662726809_model_2.cif
NPF5.6_P0CI03__holo_boltz_boltz_NPF5.6_P0CI03__holo_boltz_results_NPF5.6_P0CI03__holo_data_seed-1680404631_predictions_NPF5.6_P0CI03__holo_data_seed-1680404631_NPF5.6_P0CI03__holo_data_seed-1680404631_model_0,NPF5.6_P0CI03,GA1,2,0,results/abcfold/NPF5.6_P0CI03__holo/boltz_NPF5.6_P0CI03__holo/boltz_results_NPF5.6_P0CI03__holo_data_seed-1680404631/predictions/NPF5.6_P0CI03__holo_data_seed-1680404631/NPF5.6_P0CI03__holo_data_seed-1680404631_model_0.cif
NPF5.6_P0CI03__holo_boltz_boltz_NPF5.6_P0CI03__holo_boltz_results_NPF5.6_P0CI03__holo_data_seed-1680404631_predictions_NPF5.6_P0CI03__holo_data_seed-1680404631_NPF5.6_P0CI03__holo_data_seed-1680404631_model_1,NPF5.6_P0CI03,GA1,2,0,results/abcfold/NPF5.6_P0CI03__holo/boltz_NPF5.6_P0CI03__holo/boltz_results_NPF5.6_P0CI03__holo_data_seed-1680404631/predictions/NPF5.6_P0CI03__holo_data_seed-1680404631/NPF5.6_P0CI03__holo_data_seed-1680404631_model_1.cif
NPF5.6_P0CI03__holo_boltz_boltz_NPF5.6_P0CI03__holo_boltz_results_NPF5.6_P0CI03__holo_data_seed-1680404631_predictions_NPF5.6_P0CI03__holo_data_seed-1680404631_NPF5.6_P0CI03__holo_data_seed-1680404631_model_4,NPF5.6_P0CI03,GA1,2,0,results/abcfold/NPF5.6_P0CI03__holo/boltz_NPF5.6_P0CI03__holo/boltz_results_NPF5.6_P0CI03__holo_data_seed-1680404631/predictions/NPF5.6_P0CI03__holo_data_seed-1680404631/NPF5.6_P0CI03__holo_data_seed-1680404631_model_4.cif
